,gender,past_3_years_bike_related_purchases,job_industry_category,wealth_segment,owns_car,tenure,state,property_valuation,age,bike_purchases
1210,Female,31,N/A,Affluent Customer,Yes,7.0,QLD,2,56.0,1
1211,Male,11,Telecommunications,Mass Customer,No,16.0,QLD,2,52.0,5
1212,Female,42,Manufacturing,Mass Customer,No,1.0,QLD,7,18.0,10
1213,Male,63,Property,Mass Customer,No,2.0,QLD,6,22.0,4
1214,Male,46,Manufacturing,Mass Customer,Yes,14.0,QLD,4,55.0,7
1215,Female,81,Manufacturing,Mass Customer,No,5.0,QLD,2,24.0,4
1216,Male,60,Retail,Mass Customer,Yes,5.0,QLD,1,61.0,7
1217,Male,5,Health,Affluent Customer,No,11.0,NSW,9,38.0,3
1218,Male,8,Health,High Net Worth,No,9.0,QLD,6,34.0,6
1219,Male,40,Property,Affluent Customer,Yes,9.0,QLD,2,48.0,3
1220,Male,89,Manufacturing,Mass Customer,No,6.0,QLD,1,42.0,8
1221,Female,23,Financial Services,Mass Customer,No,9.0,QLD,1,46.0,7
1222,Male,92,Property,Mass Customer,No,9.0,QLD,2,30.0,5
1223,Female,61,Manufacturing,Mass Customer,No,4.0,QLD,2,49.0,6
1224,Female,90,N/A,High Net Worth,Yes,19.0,QLD,3,52.0,3
1225,Male,41,Manufacturing,Affluent Customer,No,8.0,QLD,1,47.0,6
1226,Male,48,Health,Mass Customer,Yes,7.0,QLD,2,26.0,4
1227,Male,72,Property,Mass Customer,Yes,2.0,QLD,3,33.0,4
1228,Male,68,Health,Mass Customer,Yes,10.0,QLD,1,42.0,2
1229,Male,39,Entertainment,Affluent Customer,Yes,19.0,QLD,3,41.0,4
1230,Male,20,Financial Services,High Net Worth,Yes,2.0,QLD,9,30.0,3
1231,Male,56,Property,High Net Worth,Yes,7.0,QLD,6,30.0,3
1232,Male,72,Financial Services,Affluent Customer,No,10.0,QLD,6,37.0,4
1233,Female,71,Telecommunications,Mass Customer,Yes,6.0,QLD,4,26.0,2
1234,Female,2,Manufacturing,Affluent Customer,No,17.0,QLD,5,35.0,10
1235,Male,48,Financial Services,Affluent Customer,Yes,14.0,QLD,2,46.0,3
1236,Male,12,Manufacturing,Mass Customer,No,20.0,QLD,7,42.0,10
1237,Female,70,Health,Mass Customer,Yes,8.0,QLD,2,54.0,6
1238,Male,24,Health,Affluent Customer,No,4.0,QLD,8,56.0,2
1239,Male,26,N/A,Mass Customer,Yes,9.0,QLD,1,47.0,3
1240,Female,14,Health,Affluent Customer,No,2.0,QLD,4,21.0,4
1241,Male,30,Financial Services,Mass Customer,No,20.0,QLD,3,58.0,6
1242,Male,71,Manufacturing,High Net Worth,Yes,15.0,QLD,7,42.0,4
1243,Male,29,Manufacturing,Affluent Customer,Yes,16.0,QLD,8,52.0,3
1244,Male,99,Entertainment,Affluent Customer,Yes,14.0,QLD,5,39.0,8
1245,Female,43,Health,Mass Customer,No,1.0,QLD,7,26.0,2
1246,Male,30,Entertainment,Affluent Customer,No,11.0,QLD,8,44.0,3
1247,Male,44,Manufacturing,Mass Customer,Yes,12.0,QLD,6,47.0,8
1248,Female,83,Manufacturing,High Net Worth,Yes,16.0,QLD,8,45.0,7
1249,Male,72,Financial Services,Mass Customer,Yes,20.0,QLD,4,59.0,7
1250,Female,51,Financial Services,Affluent Customer,Yes,18.0,QLD,7,40.0,5
1251,Male,35,N/A,Mass Customer,Yes,8.0,QLD,1,47.0,6
1252,Male,49,Financial Services,High Net Worth,Yes,6.0,QLD,5,53.0,9
1253,Male,0,Health,Mass Customer,No,12.0,QLD,2,40.0,7
1254,Female,56,N/A,Affluent Customer,No,20.0,QLD,3,59.0,5
1255,Male,89,IT,Mass Customer,No,8.0,QLD,6,39.0,5
1256,Female,31,Manufacturing,Mass Customer,Yes,15.0,QLD,7,45.0,3
1257,Male,66,Argiculture,Mass Customer,Yes,5.0,QLD,7,23.0,6
1258,Female,61,Financial Services,Affluent Customer,Yes,9.0,QLD,6,31.0,4
1259,Male,91,Health,Mass Customer,No,3.0,QLD,7,39.0,6
1260,Male,35,Health,Mass Customer,No,16.0,QLD,5,46.0,5
1261,Female,72,N/A,Affluent Customer,No,12.0,QLD,8,43.0,7
1262,Female,0,Financial Services,Affluent Customer,Yes,9.0,QLD,9,29.0,6
1263,Female,17,Health,Mass Customer,No,9.0,QLD,7,28.0,8
1264,Female,29,Financial Services,Affluent Customer,Yes,2.0,QLD,7,22.0,13
1265,Male,64,Argiculture,Mass Customer,No,15.0,QLD,1,48.0,6
1266,Male,23,N/A,High Net Worth,No,11.0,QLD,7,42.0,6
1267,Male,97,Financial Services,High Net Worth,Yes,6.0,QLD,4,50.0,5
1268,Male,13,Health,Affluent Customer,Yes,13.0,QLD,7,64.0,6
1269,Female,73,Health,High Net Worth,Yes,10.0,QLD,6,50.0,9
1270,Male,34,N/A,Affluent Customer,Yes,18.0,QLD,7,44.0,5
1271,Male,95,N/A,Mass Customer,No,13.0,QLD,8,43.0,4
1272,Male,38,Manufacturing,High Net Worth,Yes,13.0,QLD,9,33.0,5
1273,Female,89,Financial Services,Mass Customer,Yes,13.0,QLD,7,35.0,4
1274,Female,96,Health,Affluent Customer,No,8.0,QLD,8,26.0,4
1275,Male,59,Property,Mass Customer,No,22.0,QLD,4,34.0,7
1276,Female,25,Health,Mass Customer,Yes,6.0,NSW,8,50.0,6
1277,Female,46,IT,Mass Customer,Yes,12.0,VIC,10,47.0,8
1278,Male,79,Retail,High Net Worth,Yes,18.0,QLD,7,30.0,5
1279,Male,2,Retail,Mass Customer,Yes,5.0,QLD,2,47.0,9
1280,Female,10,Financial Services,Mass Customer,Yes,4.0,QLD,6,54.0,7
1281,Male,20,Entertainment,Mass Customer,Yes,12.0,QLD,2,65.0,3
1282,Female,4,Manufacturing,High Net Worth,Yes,7.0,QLD,3,36.0,6
1283,Female,29,Argiculture,Affluent Customer,No,8.0,QLD,6,26.0,7
1284,Female,37,Financial Services,Mass Customer,Yes,1.0,QLD,8,18.0,4
1285,Male,27,N/A,High Net Worth,Yes,9.0,QLD,7,32.0,7
1286,Female,88,Manufacturing,Mass Customer,No,11.0,QLD,5,42.0,7
1287,Male,67,Argiculture,High Net Worth,Yes,14.0,QLD,4,52.0,1
1288,Male,15,Health,Affluent Customer,Yes,5.0,VIC,8,54.0,6
1289,Female,57,Property,Affluent Customer,No,6.0,VIC,8,24.0,5
1290,Male,19,IT,Mass Customer,Yes,6.0,VIC,8,39.0,7
1291,Female,65,N/A,Mass Customer,No,11.0,VIC,7,31.0,11
1292,Male,20,N/A,Affluent Customer,No,19.0,VIC,6,35.0,6
1293,Male,12,Telecommunications,High Net Worth,No,17.0,VIC,7,33.0,10
1294,Male,87,N/A,Mass Customer,Yes,12.0,VIC,10,42.0,8
1295,Male,4,Financial Services,High Net Worth,No,9.0,VIC,2,47.0,3
1296,Female,72,Financial Services,Mass Customer,No,4.0,VIC,2,21.0,2
1297,Female,57,Entertainment,Mass Customer,Yes,3.0,VIC,5,23.0,7
1298,Male,83,N/A,Mass Customer,Yes,15.0,VIC,6,31.0,6
1299,Female,15,Health,Mass Customer,No,10.0,VIC,8,32.0,6
1300,Male,53,N/A,High Net Worth,No,14.0,VIC,9,39.0,2
1301,Female,82,IT,High Net Worth,No,14.0,VIC,8,41.0,5
1302,Male,16,N/A,High Net Worth,No,18.0,VIC,7,42.0,8
1303,Male,65,Financial Services,Affluent Customer,No,15.0,VIC,7,34.0,4
1304,Male,14,Retail,Affluent Customer,Yes,11.0,NSW,8,58.0,5
1305,Male,67,Health,High Net Worth,No,5.0,VIC,8,40.0,3
1306,Female,20,Manufacturing,Mass Customer,No,4.0,VIC,4,24.0,3
1307,Male,94,Manufacturing,Mass Customer,No,12.0,VIC,1,59.0,6
1308,Male,9,Telecommunications,Mass Customer,No,19.0,VIC,4,50.0,9
1309,Female,14,Manufacturing,Mass Customer,Yes,14.0,VIC,2,42.0,6
1310,Male,88,N/A,High Net Worth,No,13.0,VIC,2,36.0,5
1311,Male,83,Manufacturing,Affluent Customer,No,1.0,VIC,10,23.0,6
1312,Male,10,Retail,Mass Customer,Yes,8.0,VIC,7,62.0,2
1313,Male,53,Manufacturing,High Net Worth,No,18.0,VIC,7,65.0,3
1314,Female,1,Health,Mass Customer,Yes,11.0,VIC,1,40.0,9
1315,Female,0,Financial Services,Affluent Customer,No,2.0,VIC,4,19.0,3
1316,Male,37,Property,Mass Customer,No,1.0,VIC,4,19.0,5
1317,Female,12,N/A,High Net Worth,No,13.0,VIC,8,39.0,6
1318,Male,69,Health,High Net Worth,No,6.0,VIC,1,27.0,10
1319,Male,8,Health,High Net Worth,No,6.0,VIC,3,26.0,8
1320,Female,54,Retail,Mass Customer,No,6.0,VIC,5,27.0,2
1321,Male,41,Manufacturing,Mass Customer,Yes,15.0,VIC,5,50.0,3
1322,Male,56,Manufacturing,Affluent Customer,No,19.0,VIC,4,55.0,7
1323,Female,20,Manufacturing,Affluent Customer,Yes,15.0,VIC,5,47.0,2
1324,Male,7,Financial Services,Mass Customer,No,18.0,VIC,5,58.0,7
1325,Male,99,Manufacturing,Mass Customer,No,21.0,VIC,6,42.0,5
1326,Male,97,Health,Mass Customer,No,3.0,VIC,5,28.0,4
1327,Male,10,Retail,Affluent Customer,No,22.0,QLD,9,46.0,5
1328,Female,63,Retail,Mass Customer,No,18.0,VIC,7,47.0,7
1329,Female,54,Property,Mass Customer,No,4.0,VIC,10,47.0,6
1330,Female,51,Manufacturing,Mass Customer,Yes,6.0,VIC,6,26.0,4
1331,Female,44,Property,Mass Customer,No,18.0,VIC,6,33.0,4
1332,Female,39,Retail,Mass Customer,Yes,13.0,VIC,1,61.0,4
1333,Male,44,Manufacturing,Affluent Customer,No,17.0,VIC,8,40.0,6
1334,Male,76,Manufacturing,Mass Customer,No,8.0,VIC,10,44.0,8
1335,Male,36,Financial Services,Affluent Customer,No,18.0,VIC,8,41.0,5
1336,Male,89,Health,Mass Customer,Yes,18.0,VIC,5,54.0,6
1337,Male,86,Retail,Mass Customer,Yes,2.0,VIC,10,31.0,5
1338,Female,36,Property,Affluent Customer,Yes,7.0,VIC,6,42.0,6
1339,Female,63,Financial Services,Mass Customer,Yes,7.0,VIC,9,31.0,5
1340,Female,99,Financial Services,Mass Customer,No,3.0,VIC,9,21.0,3
1341,Male,79,Manufacturing,Affluent Customer,Yes,15.0,VIC,8,35.0,5
1342,Male,27,Manufacturing,High Net Worth,Yes,20.0,VIC,8,30.0,2
1343,Female,81,IT,Affluent Customer,No,8.0,VIC,6,62.0,4
1344,Female,48,Manufacturing,Mass Customer,No,2.0,QLD,7,22.0,6
1345,Female,39,Financial Services,Mass Customer,No,16.0,VIC,10,63.0,5
1346,Female,71,Retail,Mass Customer,Yes,12.0,VIC,9,53.0,3
1347,Female,33,Manufacturing,Mass Customer,Yes,4.0,VIC,6,43.0,1
1348,Male,86,Financial Services,Mass Customer,No,7.0,VIC,8,48.0,6
1349,Female,27,Health,Affluent Customer,No,15.0,VIC,10,58.0,9
1350,Female,74,Retail,High Net Worth,Yes,1.0,VIC,7,20.0,9
1351,Female,62,Retail,High Net Worth,No,12.0,VIC,9,44.0,3
1352,Female,28,Financial Services,Mass Customer,No,1.0,VIC,6,20.0,3
1353,Female,96,Manufacturing,Mass Customer,No,20.0,VIC,8,44.0,3
1354,Male,50,Health,Mass Customer,Yes,8.0,VIC,9,42.0,4
1355,Female,83,N/A,High Net Worth,Yes,16.0,VIC,5,62.0,3
1356,Male,20,Financial Services,Mass Customer,No,18.0,VIC,4,32.0,10
1357,Male,29,Manufacturing,Mass Customer,Yes,14.0,VIC,5,41.0,6
1358,Female,11,Manufacturing,Mass Customer,No,17.0,VIC,6,53.0,7
1359,Female,84,Manufacturing,Mass Customer,No,15.0,VIC,9,53.0,4
1360,Female,51,Manufacturing,Affluent Customer,Yes,7.0,QLD,4,38.0,7
1361,Female,68,Financial Services,High Net Worth,No,10.0,VIC,9,41.0,4
1362,Male,58,Telecommunications,Mass Customer,No,1.0,VIC,8,18.0,8
1363,Female,18,Retail,Mass Customer,No,16.0,VIC,7,39.0,2
1364,Male,78,Manufacturing,Mass Customer,Yes,14.0,VIC,8,63.0,10
1365,Female,52,Manufacturing,High Net Worth,Yes,11.0,VIC,4,62.0,11
1366,Male,3,Financial Services,High Net Worth,Yes,17.0,VIC,6,50.0,6
1367,Female,43,Manufacturing,Mass Customer,Yes,9.0,VIC,10,39.0,9
1368,Male,14,Health,High Net Worth,No,4.0,NSW,1,23.0,3
1369,Female,69,N/A,Mass Customer,No,4.0,VIC,2,24.0,5
1370,Female,10,Retail,High Net Worth,Yes,6.0,NSW,5,23.0,7
1371,Female,24,Health,Mass Customer,Yes,5.0,NSW,7,26.0,6
1372,Female,20,N/A,Mass Customer,Yes,4.0,NSW,4,29.0,4
1373,Female,47,Financial Services,Mass Customer,No,3.0,NSW,1,22.0,6
1374,Female,57,Retail,Mass Customer,Yes,10.0,NSW,8,40.0,2
1375,Female,68,Property,High Net Worth,Yes,3.0,NSW,8,21.0,4
1376,Male,90,N/A,High Net Worth,Yes,5.0,NSW,10,53.0,4
1377,Female,12,Manufacturing,High Net Worth,Yes,20.0,NSW,7,60.0,7
1378,Female,80,IT,Affluent Customer,Yes,21.0,NSW,5,43.0,6
1379,Male,5,Financial Services,Mass Customer,Yes,4.0,NSW,9,53.0,5
1380,Female,14,Health,Mass Customer,No,11.0,NSW,8,60.0,5
1381,Female,74,Property,Mass Customer,No,20.0,NSW,10,64.0,6
1382,Male,31,Manufacturing,Affluent Customer,Yes,16.0,NSW,10,48.0,8
1383,Female,51,Manufacturing,Mass Customer,No,19.0,NSW,9,61.0,6
1384,Male,56,Health,High Net Worth,Yes,14.0,NSW,9,46.0,3
1385,Male,20,Retail,High Net Worth,Yes,11.0,NSW,7,34.0,4
1386,Female,72,Financial Services,Mass Customer,No,17.0,NSW,8,64.0,7
1387,Male,14,Financial Services,High Net Worth,No,8.0,NSW,9,26.0,6
1388,Female,93,Retail,High Net Worth,No,1.0,NSW,8,21.0,10
1389,Male,94,Health,Mass Customer,Yes,12.0,NSW,2,39.0,6
1390,Female,86,Manufacturing,Mass Customer,Yes,3.0,NSW,8,21.0,5
1391,Male,29,Financial Services,Affluent Customer,Yes,17.0,NSW,9,45.0,4
1392,Male,70,Argiculture,High Net Worth,Yes,2.0,NSW,8,21.0,6
1393,Female,15,IT,Mass Customer,No,20.0,NSW,8,61.0,3
1394,Male,42,Property,High Net Worth,No,9.0,NSW,11,47.0,2
1395,Male,96,Telecommunications,Affluent Customer,Yes,19.0,NSW,8,52.0,7
1396,Male,40,N/A,Affluent Customer,No,3.0,NSW,8,20.0,5
1397,Male,35,Manufacturing,Affluent Customer,No,20.0,NSW,9,45.0,3
1398,Female,27,Health,Mass Customer,Yes,14.0,NSW,8,44.0,11
1399,Male,97,Retail,Mass Customer,No,19.0,NSW,10,55.0,4
1400,Female,19,Financial Services,High Net Worth,Yes,12.0,NSW,9,54.0,6
1401,Female,23,Manufacturing,Affluent Customer,No,5.0,NSW,10,43.0,2
1402,Male,1,Manufacturing,Affluent Customer,No,17.0,NSW,9,57.0,3
1403,Female,47,Financial Services,Affluent Customer,Yes,22.0,NSW,7,34.0,10
1404,Male,97,Health,Mass Customer,No,8.0,NSW,5,45.0,5
1405,Female,57,IT,Affluent Customer,No,18.0,NSW,4,47.0,6
1406,Male,51,Manufacturing,Mass Customer,No,17.0,VIC,2,33.0,7
1407,Male,29,Manufacturing,Mass Customer,No,4.0,NSW,1,24.0,7
1408,Male,40,Property,Mass Customer,No,20.0,NSW,8,32.0,1
1409,Female,38,N/A,High Net Worth,No,4.0,NSW,3,53.0,6
1410,Female,23,Manufacturing,Affluent Customer,No,6.0,NSW,2,56.0,7
1411,Female,32,Argiculture,Mass Customer,Yes,16.0,NSW,9,43.0,7
1412,Male,99,Retail,Mass Customer,No,20.0,NSW,8,64.0,5
1413,Male,54,Health,High Net Worth,No,13.0,NSW,8,43.0,5
1414,Male,4,Argiculture,Mass Customer,Yes,3.0,NSW,9,41.0,5
1415,Female,2,Property,Affluent Customer,No,8.0,NSW,7,28.0,5
1416,Male,97,Property,Mass Customer,Yes,6.0,NSW,4,55.0,4
1417,Female,99,N/A,Affluent Customer,Yes,12.0,NSW,8,42.0,7
1418,Male,40,Telecommunications,Affluent Customer,No,11.0,NSW,6,63.0,3
1419,Male,89,Manufacturing,Mass Customer,No,4.0,NSW,8,22.0,4
1420,Male,92,Financial Services,High Net Worth,Yes,13.0,NSW,9,47.0,8
1421,Male,71,Retail,Mass Customer,Yes,9.0,NSW,9,63.0,7
1422,Male,16,Financial Services,Mass Customer,Yes,1.0,QLD,6,24.0,5
1423,Male,53,Property,High Net Worth,Yes,18.0,NSW,9,55.0,5
1424,Male,20,N/A,Affluent Customer,Yes,10.0,NSW,9,35.0,7
1425,Female,53,Financial Services,Mass Customer,Yes,5.0,NSW,5,49.0,4
1426,Female,62,Financial Services,High Net Worth,Yes,2.0,NSW,8,22.0,3
1427,Female,1,Manufacturing,Mass Customer,Yes,6.0,NSW,8,44.0,7
1428,Female,37,Financial Services,Mass Customer,No,22.0,NSW,9,42.0,7
1429,Male,77,Financial Services,Affluent Customer,Yes,14.0,NSW,10,63.0,6
1430,Male,62,Financial Services,High Net Worth,Yes,8.0,NSW,8,24.0,8
1431,Female,88,Financial Services,Mass Customer,No,15.0,NSW,9,42.0,5
1432,Female,3,Financial Services,Mass Customer,No,17.0,NSW,9,56.0,7
1433,Male,49,N/A,Mass Customer,Yes,20.0,NSW,5,60.0,11
1434,Male,54,Health,Mass Customer,Yes,21.0,NSW,5,34.0,5
1435,Male,41,Retail,Affluent Customer,Yes,7.0,NSW,6,35.0,8
1436,Male,25,N/A,Affluent Customer,Yes,20.0,NSW,4,33.0,2
1437,Male,40,Financial Services,High Net Worth,No,9.0,NSW,2,27.0,8
1438,Male,25,Argiculture,Mass Customer,No,21.0,QLD,6,42.0,5
1439,Female,83,N/A,High Net Worth,Yes,5.0,NSW,7,25.0,9
1440,Female,93,Financial Services,Affluent Customer,No,14.0,NSW,3,44.0,8
1441,Male,29,Manufacturing,Mass Customer,No,12.0,NSW,8,41.0,12
1442,Female,55,Telecommunications,Mass Customer,Yes,14.0,NSW,10,48.0,8
1443,Female,26,N/A,Mass Customer,No,18.0,NSW,10,34.0,5
1444,Male,50,Health,Mass Customer,Yes,6.0,NSW,8,51.0,2
1445,Male,14,Manufacturing,Mass Customer,No,10.0,NSW,4,42.0,5
1446,Female,58,N/A,Affluent Customer,Yes,5.0,NSW,5,41.0,2
1447,Female,82,N/A,Mass Customer,Yes,17.0,NSW,3,33.0,1
1448,Male,17,Health,Mass Customer,No,4.0,NSW,9,27.0,5
1449,Female,36,Financial Services,Mass Customer,Yes,6.0,NSW,6,50.0,4
1450,Female,96,Health,Mass Customer,Yes,4.0,NSW,5,23.0,3
1451,Female,51,N/A,Mass Customer,No,7.0,NSW,3,40.0,7
1452,Female,51,Argiculture,High Net Worth,No,22.0,NSW,5,33.0,10
1453,Male,46,N/A,Mass Customer,Yes,7.0,NSW,5,33.0,10
1454,Female,4,Health,High Net Worth,Yes,8.0,NSW,5,31.0,2
1455,Female,22,IT,Affluent Customer,No,3.0,NSW,9,22.0,5
1456,Female,70,Retail,High Net Worth,No,14.0,NSW,8,46.0,6
1457,Female,84,N/A,Affluent Customer,Yes,13.0,NSW,9,30.0,4
1458,Male,88,Manufacturing,Mass Customer,Yes,11.0,NSW,8,47.0,5
1459,Female,82,N/A,Mass Customer,No,9.0,NSW,7,60.0,5
1460,Female,74,Property,Mass Customer,Yes,14.0,NSW,9,47.0,5
1461,Female,52,Financial Services,Affluent Customer,Yes,11.0,NSW,4,30.0,9
1462,Female,1,N/A,Affluent Customer,No,6.0,NSW,10,52.0,8
1463,Male,98,Property,Affluent Customer,Yes,13.0,NSW,10,45.0,5
1464,Male,90,Financial Services,Mass Customer,No,3.0,NSW,12,26.0,5
1465,Male,21,Property,Mass Customer,No,17.0,NSW,8,62.0,10
1466,Male,97,Manufacturing,High Net Worth,Yes,22.0,NSW,10,42.0,4
1467,Male,80,Health,Affluent Customer,Yes,11.0,NSW,10,34.0,5
1468,Male,94,Financial Services,Mass Customer,No,18.0,NSW,10,61.0,2
1469,Male,97,Financial Services,Mass Customer,No,4.0,NSW,10,30.0,8
1470,Male,89,N/A,High Net Worth,No,4.0,NSW,10,41.0,4
1471,Male,13,N/A,Affluent Customer,Yes,16.0,NSW,10,50.0,6
1472,Male,15,N/A,Mass Customer,No,14.0,NSW,10,58.0,7
1473,Male,80,Manufacturing,Mass Customer,Yes,2.0,NSW,10,30.0,7
1474,Male,6,IT,Affluent Customer,No,19.0,NSW,10,53.0,5
1475,Male,90,IT,Affluent Customer,No,12.0,NSW,10,32.0,11
1476,Male,66,Property,Affluent Customer,No,18.0,NSW,8,49.0,5
1477,Male,35,Telecommunications,High Net Worth,Yes,1.0,NSW,8,18.0,11
1478,Male,95,Retail,Mass Customer,No,19.0,NSW,10,54.0,4
1479,Male,49,Financial Services,Affluent Customer,Yes,22.0,NSW,10,24.0,2
1480,Male,57,Financial Services,Mass Customer,No,7.0,NSW,9,26.0,6
1481,Male,78,Financial Services,Mass Customer,Yes,17.0,NSW,8,61.0,3
1482,Female,7,Financial Services,Mass Customer,Yes,16.0,NSW,8,45.0,8
1483,Female,43,Financial Services,High Net Worth,No,5.0,NSW,8,54.0,3
1484,Male,50,Manufacturing,Mass Customer,Yes,19.0,NSW,6,55.0,6
1485,Male,23,Manufacturing,Mass Customer,No,2.0,NSW,1,22.0,8
1486,Female,78,Manufacturing,High Net Worth,No,3.0,NSW,10,36.0,7
1487,Female,0,Financial Services,High Net Worth,Yes,5.0,NSW,8,33.0,1
1488,Male,89,Health,Mass Customer,Yes,9.0,NSW,8,44.0,10
1489,Female,20,Financial Services,Mass Customer,Yes,13.0,NSW,9,54.0,7
1490,Female,27,Financial Services,Mass Customer,Yes,10.0,NSW,8,47.0,6
1491,Female,59,Health,Affluent Customer,Yes,8.0,NSW,10,43.0,8
1492,Female,74,Manufacturing,Mass Customer,No,4.0,NSW,9,21.0,7
1493,Male,80,Financial Services,Affluent Customer,Yes,3.0,NSW,12,23.0,5
1494,Female,28,Financial Services,Affluent Customer,Yes,15.0,NSW,9,40.0,4
1495,Male,23,Entertainment,Mass Customer,No,10.0,NSW,8,50.0,9
1496,Male,74,Health,High Net Worth,Yes,12.0,NSW,8,31.0,4
1497,Male,3,N/A,Mass Customer,Yes,16.0,NSW,9,42.0,8
1498,Female,53,Property,Mass Customer,Yes,19.0,NSW,11,58.0,6
1499,Female,7,Argiculture,Mass Customer,Yes,13.0,NSW,9,65.0,5
1500,Male,56,Health,Mass Customer,Yes,12.0,NSW,10,42.0,5
1501,Female,25,N/A,High Net Worth,No,9.0,NSW,10,26.0,3
1502,Male,75,Health,Affluent Customer,Yes,11.0,NSW,10,57.0,1
1503,Male,34,Health,Mass Customer,Yes,15.0,VIC,10,43.0,7
1504,Female,22,Financial Services,Mass Customer,Yes,8.0,NSW,10,63.0,6
1505,Female,82,N/A,Mass Customer,Yes,12.0,NSW,10,30.0,9
1506,Female,70,Manufacturing,Mass Customer,Yes,2.0,NSW,10,25.0,3
1507,Female,87,Financial Services,Affluent Customer,Yes,4.0,NSW,7,23.0,7
1508,Female,3,IT,Mass Customer,Yes,12.0,NSW,10,33.0,6
1509,Female,37,Entertainment,Affluent Customer,No,17.0,NSW,12,45.0,7
1510,Male,80,Entertainment,Mass Customer,Yes,8.0,NSW,10,32.0,5
1511,Female,68,Retail,High Net Worth,No,7.0,NSW,8,64.0,4
1512,Male,83,Retail,Affluent Customer,No,3.0,NSW,8,26.0,7
1513,Male,60,Health,High Net Worth,No,15.0,NSW,8,58.0,7
1514,Male,30,Manufacturing,Mass Customer,Yes,6.0,NSW,9,34.0,5
1515,Male,64,Financial Services,Mass Customer,No,6.0,NSW,9,45.0,7
1516,Male,14,Financial Services,Affluent Customer,No,2.0,NSW,10,29.0,9
1517,Male,63,Health,High Net Worth,Yes,12.0,NSW,9,44.0,8
1518,Male,14,Retail,Mass Customer,No,5.0,NSW,10,47.0,3
1519,Male,47,Manufacturing,Mass Customer,Yes,14.0,NSW,9,45.0,8
1520,Female,29,N/A,Affluent Customer,Yes,3.0,NSW,9,36.0,3
1521,Male,39,Property,Mass Customer,No,9.0,QLD,4,28.0,4
1522,Female,42,Retail,Mass Customer,No,16.0,NSW,10,56.0,3
1523,Male,71,Retail,High Net Worth,Yes,11.0,NSW,10,67.0,2
1524,Male,95,Argiculture,Mass Customer,No,17.0,NSW,9,58.0,4
1525,Female,18,N/A,Mass Customer,No,16.0,NSW,8,48.0,7
1526,Female,78,Manufacturing,Mass Customer,Yes,9.0,NSW,11,40.0,4
1527,Male,87,N/A,Mass Customer,No,8.0,NSW,10,33.0,1
1528,Female,70,Entertainment,Mass Customer,No,17.0,NSW,12,24.0,9
1529,Male,19,Health,Mass Customer,Yes,22.0,NSW,11,40.0,4
1530,Male,51,Financial Services,High Net Worth,Yes,16.0,NSW,12,63.0,6
1531,Female,48,Property,Mass Customer,Yes,4.0,NSW,12,26.0,4
1532,Male,16,N/A,Affluent Customer,Yes,2.0,NSW,11,24.0,10
1533,Female,82,Retail,Mass Customer,No,17.0,NSW,11,31.0,4
1534,Male,77,Financial Services,Mass Customer,No,20.0,NSW,9,34.0,7
1535,Female,87,Manufacturing,High Net Worth,No,10.0,NSW,11,44.0,7
1536,Male,60,Health,High Net Worth,Yes,11.0,NSW,8,42.0,7
1537,Female,40,Financial Services,Affluent Customer,Yes,17.0,NSW,10,42.0,10
1538,Male,23,Retail,High Net Worth,No,5.0,QLD,3,39.0,8
1539,Female,26,Argiculture,Mass Customer,No,13.0,NSW,6,46.0,8
1540,Male,32,Property,Mass Customer,No,4.0,NSW,11,42.0,5
1541,Female,93,Manufacturing,Mass Customer,No,9.0,NSW,9,28.0,2
1542,Male,87,Health,Mass Customer,Yes,5.0,NSW,10,59.0,8
1543,Female,47,Manufacturing,High Net Worth,No,15.0,NSW,11,34.0,6
1544,Male,17,Entertainment,Affluent Customer,Yes,12.0,NSW,10,34.0,5
1545,Male,24,IT,High Net Worth,Yes,7.0,NSW,11,37.0,7
1546,Male,83,Health,Mass Customer,Yes,4.0,NSW,9,31.0,6
1547,Female,8,Retail,Mass Customer,No,14.0,QLD,5,54.0,3
1548,Male,4,Manufacturing,Mass Customer,Yes,14.0,NSW,12,43.0,11
1549,Male,21,N/A,Mass Customer,Yes,14.0,NSW,10,34.0,4
1550,Female,69,IT,Mass Customer,No,17.0,NSW,12,40.0,6
1551,Male,62,Property,Mass Customer,No,7.0,NSW,10,38.0,6
1552,Female,15,Financial Services,High Net Worth,Yes,11.0,VIC,9,44.0,7
1553,Male,2,Financial Services,High Net Worth,Yes,8.0,NSW,12,51.0,4
1554,Male,93,Retail,Affluent Customer,No,14.0,NSW,10,43.0,12
1555,Female,87,N/A,Mass Customer,No,11.0,NSW,11,46.0,5
1556,Male,65,N/A,Affluent Customer,No,1.0,NSW,11,20.0,11
1557,Female,20,Financial Services,High Net Worth,No,2.0,QLD,9,35.0,9
1558,Female,45,Manufacturing,Affluent Customer,No,1.0,NSW,9,27.0,4
1559,Male,68,Retail,Mass Customer,No,15.0,NSW,9,41.0,5
1560,Male,89,Manufacturing,Affluent Customer,Yes,20.0,QLD,9,31.0,4
1561,Male,51,Financial Services,High Net Worth,No,20.0,QLD,5,60.0,3
1562,Female,72,N/A,Affluent Customer,No,9.0,VIC,3,32.0,3
1563,Female,93,N/A,Affluent Customer,Yes,9.0,VIC,7,39.0,4
1564,Female,39,Retail,Mass Customer,Yes,15.0,VIC,5,32.0,5
